|6.6.6
in17a_1.tab                                                                                         
           2
T(K)    
   673.000800000000     
   8.08079191920000     
         100
P(bar)  
   30000.0500000000     
   505.049494950000     
         100
           5
rho,kg/m3      vp,km/s        vs,km/s        C1M(HP)        M(HP),vo%     
  3595.568       8.287562       4.616189                NaN            NaN
  3594.268       8.336905       4.674656                NaN            NaN
  3594.975       8.341012       4.681061                NaN            NaN
  3595.881       8.340713       4.682424                NaN            NaN
  3597.083       8.341276       4.684556                NaN            NaN
  3598.154       8.341478       4.686433                NaN            NaN
  3599.792       8.343193       4.689772                NaN            NaN
  3601.194       8.344819       4.692616                NaN            NaN
  3602.787       8.346737       4.696022                NaN            NaN
  3604.183       8.347342       4.698994                NaN            NaN
  3606.000       8.349741       4.703130                NaN            NaN
  3576.304       8.392220       4.620468       0.000000       6.673638    
  3575.509       8.389115       4.618118       0.000000       6.672606    
  3574.782       8.386080       4.615974       0.000000       6.673686    
  3573.982       8.382946       4.613629       0.000000       6.672742    
  3573.251       8.379904       4.611484       0.000000       6.673821    
  3572.456       8.376824       4.609158       0.000000       6.672780    
  3571.646       8.373668       4.606796       0.000000       6.671723    
  3570.909       8.370614       4.604649       0.000000       6.672794    
  3570.107       8.367512       4.602313       0.000000       6.671745    
  3569.366       8.364450       4.600165       0.000000       6.672813    
  3568.549       8.361282       4.597811       0.000000       6.671792    
  3567.804       8.358211       4.595661       0.000000       6.672858    
  3566.972       8.355011       4.593279       0.000000       6.671985    
  3566.153       8.351879       4.590925       0.000000       6.670991    
  3565.355       8.348698       4.588638       0.000000       6.670964    
  3564.603       8.345610       4.586484       0.000000       6.672019    
  3522.966       8.241288       4.515527       0.000000       6.594673    
  3522.178       8.238050       4.513123       0.000000       6.594009    
  3521.421       8.234890       4.510828       0.000000       6.594766    
  3520.652       8.231664       4.508484       0.000000       6.594772    
  3519.845       8.228393       4.506038       0.000000       6.593899    
  3519.109       8.225242       4.503798       0.000000       6.594959    
  3518.292       8.221951       4.501340       0.000000       6.594123    
  3517.479       8.218619       4.498852       0.000000       6.592994    
  3516.686       8.215377       4.496464       0.000000       6.593174    
  3515.817       8.211676       4.493880       0.000000       6.593208    
  3515.171       8.208963       4.491874      0.6376871       6.594197    
  3518.532       8.220116       4.501183      0.6294982       6.603493    
  3522.363       8.232945       4.511808      0.6190760       6.613924    
  3524.275       8.239018       4.517024      0.5959982       6.620653    
  3525.692       8.243338       4.520822       0.000000       6.626355    
  3528.791       8.253536       4.529368       0.000000       6.636454    
  3531.854       8.263584       4.537800       0.000000       6.646355    
  3534.909       8.273579       4.546201       0.000000       6.656186    
  3539.094       8.287537       4.557859       0.000000       6.669563    
  3543.010       8.300528       4.568732       0.000000       6.682008    
  3547.155       8.314316       4.580278       0.000000       6.695252    
  3551.865       8.330145       4.593481       0.000000       6.710426    
  3555.700       8.342720       4.604105       0.000000       6.722179    
  3560.552       8.358987       4.617734       0.000000       6.737701    
  3565.339       8.375042       4.631186       0.000000       6.752978    
  3570.567       8.392678       4.645973       0.000000       6.769954    
  3575.852       8.410511       4.660965       0.000000       6.787166    
  3580.983       8.427836       4.675565       0.000000       6.804207    
  3586.562       8.446460       4.691336       0.000000       6.811872    
  3591.828       8.464395       4.706537       0.000000       6.833655    
  3597.622       8.483705       4.722966       0.000000       6.835728    
  3604.151       8.505125       4.741172       0.000000       6.815435    
  3609.829       8.524218       4.757498       0.000000       6.822438    
  3615.808       8.544350       4.774715       0.000000       6.825147    
  3617.467       8.548850       4.779165       0.000000       6.819651    
  3616.802       8.544839       4.776643       0.000000       6.805537    
  3616.067       8.540579       4.773987       0.000000       6.794305    
  3615.400       8.536430       4.771406       0.000000       6.776948    
  3614.727       8.532270       4.768814       0.000000       6.759462    
  3614.085       8.528227       4.766294       0.000000       6.741936    
  3613.417       8.523973       4.763659       0.000000       6.720448    
  3612.783       8.519782       4.761072       0.000000       6.696487    
  3612.088       8.515366       4.758358       0.000000       6.674130    
  3611.195       8.505810       4.751671       0.000000       6.490768    
  3610.363       8.496502       4.745228       0.000000       6.308032    
  3609.452       8.486750       4.738457       0.000000       6.120723    
  3608.651       8.477347       4.731959       0.000000       5.929722    
  3607.830       8.468113       4.725558       0.000000       5.746576    
  3605.483       8.450322       4.713812      0.4124747       4.519151    
  3604.210       8.436036       4.703948      0.4131361       3.977180    
  3602.937       8.422569       4.694630      0.4136622       3.484964    
  3601.699       8.408769       4.685109      0.4142893       2.965594    
  3600.672       8.396085       4.676417      0.4149746       2.481229    
  3599.253       8.381545       4.666265      0.4154679       1.937936    
  3598.243       8.369013       4.657733      0.4162979       1.464811    
  3597.117       8.355673       4.648564      0.4169831      0.9565298    
  3595.989       8.342528       4.639516      0.4177791      0.4577946    
  3594.997       8.330370       4.631209                NaN            NaN
  3594.743       8.327108       4.629486                NaN            NaN
  3594.570       8.323919       4.627917                NaN            NaN
  3594.468       8.321035       4.626528                NaN            NaN
  3594.130       8.317649       4.624670                NaN            NaN
  3594.202       8.315009       4.623638                NaN            NaN
  3593.926       8.311777       4.621938                NaN            NaN
  3593.847       8.308887       4.620617                NaN            NaN
  3593.888       8.306242       4.619577                NaN            NaN
  3593.965       8.303710       4.618636                NaN            NaN
  3594.332       8.301842       4.618326                NaN            NaN
  3594.269       8.299232       4.617137                NaN            NaN
  3594.582       8.297048       4.616754                NaN            NaN
  3594.969       8.295243       4.616559                NaN            NaN
  3595.880       8.294585       4.617537                NaN            NaN
  3595.883       8.291994       4.616570                NaN            NaN
  3596.587       8.290943       4.617160                NaN            NaN
  3595.727       8.320938       4.653673                NaN            NaN
  3595.694       8.343655       4.681488                NaN            NaN
  3596.560       8.343308       4.682740                NaN            NaN
  3597.637       8.343515       4.684555                NaN            NaN
  3599.514       8.345730       4.688393                NaN            NaN
  3600.457       8.345707       4.690012                NaN            NaN
  3601.262       8.345660       4.691347                NaN            NaN
  3602.681       8.347384       4.694286                NaN            NaN
  3604.324       8.348483       4.697848                NaN            NaN
  3606.084       8.350707       4.701808                NaN            NaN
  3577.557       8.395790       4.621836       0.000000       6.673775    
  3576.763       8.392687       4.619487       0.000000       6.672745    
  3576.038       8.389654       4.617344       0.000000       6.673825    
  3575.238       8.386522       4.615000       0.000000       6.672883    
  3574.508       8.383481       4.612856       0.000000       6.673963    
  3573.714       8.380403       4.610532       0.000000       6.672923    
  3572.906       8.377248       4.608170       0.000000       6.671869    
  3572.170       8.374196       4.606024       0.000000       6.672940    
  3571.368       8.371096       4.603690       0.000000       6.671893    
  3570.628       8.368035       4.601542       0.000000       6.672961    
  3569.813       8.364869       4.599190       0.000000       6.671943    
  3569.069       8.361800       4.597041       0.000000       6.673008    
  3568.238       8.358602       4.594661       0.000000       6.672137    
  3567.419       8.355472       4.592308       0.000000       6.671145    
  3566.670       8.352390       4.590156       0.000000       6.672203    
  3565.841       8.349178       4.587772       0.000000       6.671044    
  3565.088       8.346087       4.585618       0.000000       6.672098    
  3564.226       8.342840       4.583157       0.000000       6.670111    
  3522.703       8.238548       4.512221       0.000000       6.594482    
  3521.929       8.235313       4.509859       0.000000       6.594464    
  3521.180       8.232148       4.507561       0.000000       6.594742    
  3520.369       8.228873       4.505123       0.000000       6.594140    
  3519.582       8.225615       4.502752       0.000000       6.594340    
  3518.770       8.222285       4.500265       0.000000       6.593213    
  3517.993       8.219057       4.497921       0.000000       6.593421    
  3517.226       8.215861       4.495599       0.000000       6.593983    
  3518.518       8.219736       4.499084      0.6339648       6.598481    
  3519.824       8.223784       4.502603      0.6294982       6.603712    
  3523.653       8.236609       4.513229      0.6190760       6.614140    
  3525.575       8.242706       4.518448      0.6146093       6.620712    
  3527.015       8.247123       4.522340       0.000000       6.626512    
  3530.096       8.257265       4.530831       0.000000       6.636499    
  3533.294       8.267801       4.539653       0.000000       6.646812    
  3536.963       8.279995       4.549817       0.000000       6.658438    
  3540.482       8.291582       4.559576       0.000000       6.669878    
  3544.362       8.304452       4.570362       0.000000       6.682191    
  3548.422       8.317943       4.581663       0.000000       6.695144    
  3553.102       8.333678       4.594789       0.000000       6.710242    
  3557.291       8.347541       4.606472       0.000000       6.723356    
  3562.056       8.363511       4.619878       0.000000       6.738878    
  3566.726       8.379140       4.632971       0.000000       6.753444    
  3572.052       8.397138       4.648102       0.000000       6.771154    
  3577.065       8.414055       4.662387       0.000000       6.788158    
  3582.125       8.431139       4.676710       0.000000       6.804254    
  3588.330       8.451485       4.694019       0.000000       6.795998    
  3593.389       8.468797       4.708610       0.000000       6.819365    
  3599.118       8.487824       4.724853       0.000000       6.818378    
  3605.240       8.508320       4.742335       0.000000       6.821247    
  3610.781       8.527102       4.758290       0.000000       6.832080    
  3616.804       8.547269       4.775489       0.000000       6.828427    
  3618.807       8.552927       4.780897       0.000000       6.819551    
  3618.119       8.548896       4.778365       0.000000       6.808964    
  3617.433       8.544704       4.775753       0.000000       6.792927    
  3616.773       8.540674       4.773229       0.000000       6.777630    
  3616.050       8.536283       4.770514       0.000000       6.761098    
  3615.354       8.532035       4.767881       0.000000       6.744851    
  3614.726       8.528014       4.765366       0.000000       6.724863    
  3614.039       8.523583       4.762619       0.000000       6.700091    
  3613.350       8.519368       4.759999       0.000000       6.683240    
  3612.790       8.515491       4.757610       0.000000       6.658915    
  3611.744       8.502275       4.748209       0.000000       6.365903    
  3610.839       8.492243       4.741290       0.000000       6.169232    
  3609.996       8.482946       4.734818       0.000000       5.986789    
  3609.185       8.473799       4.728443       0.000000       5.804744    
  3607.048       8.457922       4.718117      0.4121820       4.706562    
  3605.817       8.444321       4.708682      0.4126032       4.194139    
  3604.548       8.430389       4.699069      0.4134107       3.676343    
  3603.244       8.416461       4.689397      0.4137305       3.157592    
  3602.224       8.403814       4.680775      0.4144569       2.678108    
  3601.016       8.390160       4.671301      0.4150945       2.158992    
  3599.870       8.377017       4.662283      0.4159281       1.667081    
  3598.642       8.363313       4.652797      0.4164426       1.150540    
  3597.569       8.350437       4.643949      0.4171021      0.6599557    
  3596.490       8.337631       4.635145      0.4179317      0.1747829    
  3596.004       8.331071       4.631019                NaN            NaN
  3595.728       8.327826       4.629249                NaN            NaN
  3595.664       8.324891       4.627931                NaN            NaN
  3595.465       8.321685       4.626324                NaN            NaN
  3595.477       8.318989       4.625179                NaN            NaN
  3595.070       8.315457       4.623204                NaN            NaN
  3595.098       8.312824       4.622125                NaN            NaN
  3595.274       8.310413       4.621361                NaN            NaN
  3595.393       8.308006       4.620504                NaN            NaN
  3595.528       8.305688       4.619715                NaN            NaN
  3595.666       8.302303       4.618938                NaN            NaN
  3595.662       8.300635       4.617878                NaN            NaN
  3596.335       8.299438       4.618301                NaN            NaN
  3596.922       8.298082       4.618559                NaN            NaN
  3597.165       8.296029       4.618114                NaN            NaN
  3597.556       8.294294       4.618015                NaN            NaN
  3597.120       8.310420       4.638529                NaN            NaN
  3596.374       8.346269       4.681819                NaN            NaN
  3597.170       8.345741       4.682888                NaN            NaN
  3598.520       8.346594       4.685352                NaN            NaN
  3599.852       8.347458       4.687842                NaN            NaN
  3600.457       8.346580       4.688602                NaN            NaN
  3602.354       8.349112       4.692636                NaN            NaN
  3603.113       8.349322       4.693907                NaN            NaN
  3605.092       8.351213       4.698305                NaN            NaN
  3606.379       8.352208       4.701029                NaN            NaN
  3578.824       8.399376       4.623242       0.000000       6.674063    
  3578.029       8.396281       4.620895       0.000000       6.672883    
  3577.305       8.393248       4.618753       0.000000       6.673964    
  3576.514       8.390168       4.616410       0.000000       6.672863    
  3575.785       8.387129       4.614267       0.000000       6.673941    
  3574.979       8.383985       4.611914       0.000000       6.672939    
  3574.186       8.380902       4.609585       0.000000       6.671762    
  3573.451       8.377851       4.607440       0.000000       6.672832    
  3572.639       8.374689       4.605082       0.000000       6.671819    
  3571.900       8.371630       4.602935       0.000000       6.672886    
  3571.079       8.368456       4.600576       0.000000       6.672101    
  3570.336       8.365390       4.598428       0.000000       6.673167    
  3569.525       8.362263       4.596081       0.000000       6.672019    
  3568.707       8.359082       4.593736       0.000000       6.671094    
  3567.959       8.356002       4.591585       0.000000       6.672151    
  3567.126       8.352843       4.589195       0.000000       6.671060    
  3566.375       8.349753       4.587042       0.000000       6.672113    
  3565.495       8.346436       4.584543       0.000000       6.670270    
  3564.741       8.343337       4.582388       0.000000       6.671317    
  3563.939       8.340191       4.580097       0.000000       6.670696    
  3563.131       8.336980       4.577804       0.000000       6.670580    
  3521.656       8.232532       4.506533       0.000000       6.594355    
  3520.892       8.229346       4.504203       0.000000       6.594302    
  3520.077       8.226047       4.501743       0.000000       6.593464    
  3519.283       8.222721       4.499335       0.000000       6.593640    
  3518.544       8.219555       4.497092       0.000000       6.594689    
  3519.810       8.223402       4.500501      0.6339648       6.598700    
  3521.145       8.227546       4.504088      0.6294982       6.603838    
  3525.115       8.240878       4.515119      0.6205648       6.614604    
  3526.862       8.246366       4.519871      0.6146093       6.620926    
  3528.392       8.251094       4.524019       0.000000       6.626981    
  3531.211       8.260301       4.531769       0.000000       6.636145    
  3534.602       8.271529       4.541135       0.000000       6.646926    
  3538.375       8.284089       4.551607       0.000000       6.658895    
  3541.776       8.295294       4.561042       0.000000       6.669923    
  3545.612       8.307996       4.571695       0.000000       6.682041    
  3549.690       8.321541       4.583047       0.000000       6.694958    
  3554.387       8.337349       4.596239       0.000000       6.710176    
  3558.632       8.351477       4.608093       0.000000       6.723615    
  3563.278       8.366972       4.621161       0.000000       6.738529    
  3568.152       8.383380       4.634878       0.000000       6.754009    
  3573.128       8.400118       4.648999       0.000000       6.770529    
  3578.255       8.417474       4.663591       0.000000       6.787747    
  3583.929       8.436214       4.679416       0.000000       6.787506    
  3589.414       8.454559       4.694940       0.000000       6.795297    
  3594.636       8.472292       4.709952       0.000000       6.814192    
  3600.405       8.491582       4.726419       0.000000       6.818484    
  3606.183       8.510943       4.742886       0.000000       6.821160    
  3611.828       8.529856       4.758947       0.000000       6.820991    
  3617.728       8.549794       4.775978       0.000000       6.826670    
  3620.089       8.556761       4.782503       0.000000       6.820687    
  3619.394       8.552615       4.779910       0.000000       6.807372    
  3618.691       8.548577       4.777362       0.000000       6.798326    
  3618.040       8.544319       4.774740       0.000000       6.775880    
  3617.324       8.540386       4.772240       0.000000       6.771730    
  3616.648       8.536165       4.769617       0.000000       6.752972    
  3616.034       8.532001       4.767045       0.000000       6.727368    
  3615.383       8.527786       4.764439       0.000000       6.705307    
  3614.724       8.523624       4.761856       0.000000       6.686087    
  3614.071       8.519349       4.759220       0.000000       6.662084    
  3613.134       8.507694       4.750933       0.000000       6.408086    
  3612.317       8.498279       4.744409       0.000000       6.219952    
  3611.456       8.489135       4.738111       0.000000       6.048810    
  3610.580       8.479532       4.731412       0.000000       5.860911    
  3609.790       8.470203       4.724896       0.000000       5.667950    
  3607.405       8.451974       4.712987      0.4121837       4.377584    
  3606.135       8.437990       4.703323      0.4126954       3.854518    
  3604.917       8.424473       4.693959      0.4133648       3.347451    
  3603.747       8.411190       4.684858      0.4139058       2.855279    
  3602.636       8.397909       4.675715      0.4144983       2.346877    
  3601.494       8.384895       4.666709      0.4153229       1.857294    
  3600.238       8.371239       4.657252      0.4158961       1.349668    
  3599.134       8.358172       4.648268      0.4165254      0.8540533    
  3598.001       8.344979       4.639222      0.4173201      0.3573042    
  3597.252       8.335016       4.632522                NaN            NaN
  3597.012       8.331793       4.630815                NaN            NaN
  3596.810       8.328624       4.629228                NaN            NaN
  3596.705       8.325631       4.627805                NaN            NaN
  3596.605       8.322692       4.626427                NaN            NaN
  3596.253       8.319255       4.624566                NaN            NaN
  3596.422       8.316870       4.623760                NaN            NaN
  3596.469       8.314271       4.622740                NaN            NaN
  3596.461       8.311582       4.621620                NaN            NaN
  3596.556       8.309189       4.620743                NaN            NaN
  3596.841       8.306509       4.620277                NaN            NaN
  3597.009       8.304735       4.619578                NaN            NaN
  3597.397       8.302947       4.619373                NaN            NaN
  3597.733       8.301050       4.619089                NaN            NaN
  3597.972       8.298979       4.618626                NaN            NaN
  3598.358       8.297223       4.618506                NaN            NaN
  3598.519       8.297882       4.621292                NaN            NaN
  3597.262       8.349412       4.682644                NaN            NaN
  3598.267       8.349346       4.684211                NaN            NaN
  3599.451       8.349771       4.686266                NaN            NaN
  3600.385       8.349667       4.687771                NaN            NaN
  3601.617       8.350320       4.690068                NaN            NaN
  3602.991       8.351497       4.692789                NaN            NaN
  3604.170       8.352780       4.695106                NaN            NaN
  3604.855       8.351397       4.696202                NaN            NaN
  3606.565       8.353439       4.699974                NaN            NaN
  3580.074       8.402940       4.624609       0.000000       6.674199    
  3579.281       8.399847       4.622263       0.000000       6.673021    
  3578.558       8.396816       4.620122       0.000000       6.674102    
  3577.767       8.393738       4.617780       0.000000       6.673003    
  3577.040       8.390700       4.615638       0.000000       6.674082    
  3576.235       8.387558       4.613286       0.000000       6.673082    
  3575.442       8.384476       4.610958       0.000000       6.671907    
  3574.709       8.381427       4.608814       0.000000       6.672977    
  3573.898       8.378267       4.606457       0.000000       6.671966    
  3573.160       8.375210       4.604311       0.000000       6.673034    
  3572.340       8.372038       4.601954       0.000000       6.672250    
  3571.598       8.368973       4.599807       0.000000       6.673316    
  3570.788       8.365848       4.597461       0.000000       6.672170    
  3569.971       8.362669       4.595117       0.000000       6.671248    
  3569.224       8.359590       4.592967       0.000000       6.672304    
  3568.392       8.356433       4.590578       0.000000       6.671216    
  3567.641       8.353345       4.588426       0.000000       6.672269    
  3566.817       8.350134       4.586066       0.000000       6.671226    
  3565.985       8.346912       4.583702       0.000000       6.670418    
  3565.230       8.343810       4.581546       0.000000       6.671463    
  3564.397       8.340571       4.579168       0.000000       6.670320    
  3563.610       8.337432       4.576933       0.000000       6.670445    
  3562.795       8.334199       4.574608       0.000000       6.669834    
  3521.417       8.229817       4.503291       0.000000       6.594545    
  3520.602       8.226463       4.500807       0.000000       6.593613    
  3519.865       8.223299       4.498565       0.000000       6.594662    
  3521.184       8.227350       4.502155      0.6339648       6.599162    
  3522.434       8.231208       4.505506      0.6294982       6.604056    
  3526.402       8.244536       4.516539      0.6205648       6.614819    
  3528.343       8.250689       4.521813      0.6160982       6.621261    
  3529.665       8.254657       4.525367       0.000000       6.626215    
  3532.793       8.264998       4.534010       0.000000       6.636561    
  3536.283       8.276613       4.543692       0.000000       6.647937    
  3539.350       8.286639       4.552142       0.000000       6.657905    
  3543.163       8.299300       4.562767       0.000000       6.670207    
  3546.807       8.311350       4.572874       0.000000       6.681766    
  3550.935       8.325114       4.584376       0.000000       6.694828    
  3555.688       8.341131       4.597735       0.000000       6.710171    
  3559.673       8.354318       4.608826       0.000000       6.722558    
  3564.456       8.370303       4.622317       0.000000       6.738076    
  3569.247       8.386451       4.635816       0.000000       6.753502    
  3574.352       8.403625       4.650288       0.000000       6.770109    
  3579.392       8.420679       4.664659       0.000000       6.787138    
  3584.406       8.437576       4.678890       0.000000       6.803203    
  3590.318       8.457090       4.695425       0.000000       6.798648    
  3595.805       8.475556       4.711063       0.000000       6.808795    
  3601.430       8.494525       4.727236       0.000000       6.820186    
  3606.715       8.512319       4.742313       0.000000       6.825774    
  3612.562       8.532029       4.759155       0.000000       6.834145    
  3618.737       8.552666       4.776768       0.000000       6.828185    
  3621.387       8.560903       4.784247       0.000000       6.828252    
  3620.702       8.556823       4.781691       0.000000       6.815870    
  3620.050       8.552745       4.779147       0.000000       6.798987    
  3619.334       8.548576       4.776533       0.000000       6.787551    
  3618.677       8.544409       4.773948       0.000000       6.768500    
  3617.987       8.540214       4.771337       0.000000       6.753170    
  3617.325       8.536153       4.768798       0.000000       6.737427    
  3616.681       8.531998       4.766221       0.000000       6.716489    
  3616.016       8.527820       4.763624       0.000000       6.697492    
  3615.376       8.523671       4.761051       0.000000       6.675669    
  3614.472       8.513443       4.753943       0.000000       6.472535    
  3613.649       8.504147       4.747501       0.000000       6.289343    
  3612.831       8.494774       4.740985       0.000000       6.102250    
  3611.950       8.485111       4.734240       0.000000       5.912386    
  3611.097       8.475625       4.727616       0.000000       5.724662    
  3608.933       8.459927       4.717497      0.4114214       4.589361    
  3607.725       8.446161       4.707961      0.4122060       4.066634    
  3606.401       8.432247       4.698343      0.4126851       3.559613    
  3605.216       8.418778       4.689031      0.4133269       3.051436    
  3604.101       8.405604       4.679972      0.4140743       2.551453    
  3603.076       8.392662       4.671122      0.4148124       2.054010    
  3601.913       8.379490       4.662033      0.4155194       1.561254    
  3600.715       8.365907       4.652633      0.4161588       1.046778    
  3599.558       8.352721       4.643546      0.4167599      0.5538800    
  3598.563       8.339057       4.634155                NaN            NaN
  3598.189       8.335474       4.632174                NaN            NaN
  3598.040       8.332519       4.630684                NaN            NaN
  3597.893       8.329424       4.629191                NaN            NaN
  3597.812       8.326580       4.627860                NaN            NaN
  3597.635       8.323501       4.626328                NaN            NaN
  3597.472       8.320426       4.624862                NaN            NaN
  3597.509       8.317801       4.623803                NaN            NaN
  3597.435       8.315004       4.622549                NaN            NaN
  3597.528       8.312467       4.621648                NaN            NaN
  3597.758       8.309967       4.621056                NaN            NaN
  3597.833       8.307831       4.620162                NaN            NaN
  3598.297       8.306184       4.620111                NaN            NaN
  3598.544       8.304086       4.619632                NaN            NaN
  3598.949       8.302211       4.619500                NaN            NaN
  3599.253       8.300264       4.619192                NaN            NaN
  3599.687       8.298789       4.619208                NaN            NaN
  3597.936       8.352046       4.682959                NaN            NaN
  3598.628       8.351214       4.683757                NaN            NaN
  3599.674       8.351281       4.685457                NaN            NaN
  3600.816       8.351625       4.687451                NaN            NaN
  3602.219       8.352673       4.690149                NaN            NaN
  3603.068       8.352504       4.691545                NaN            NaN
  3604.318       8.353980       4.694017                NaN            NaN
  3605.334       8.353412       4.695928                NaN            NaN
  3606.708       8.354570       4.698815                NaN            NaN
  3581.326       8.406506       4.625989       0.000000       6.674517    
  3580.543       8.403424       4.623649       0.000000       6.672972    
  3579.821       8.400395       4.621508       0.000000       6.674053    
  3579.035       8.397328       4.619196       0.000000       6.673305    
  3578.308       8.394292       4.617055       0.000000       6.674385    
  3577.503       8.391147       4.614694       0.000000       6.673331    
  3576.706       8.388059       4.612350       0.000000       6.672054    
  3575.973       8.385011       4.610207       0.000000       6.673124    
  3575.159       8.381851       4.607855       0.000000       6.672362    
  3574.422       8.378796       4.605710       0.000000       6.673431    
  3573.621       8.375698       4.603383       0.000000       6.672238    
  3572.881       8.372634       4.601237       0.000000       6.673303    
  3572.064       8.369452       4.598884       0.000000       6.672473    
  3571.255       8.366324       4.596536       0.000000       6.671196    
  3570.509       8.363247       4.594387       0.000000       6.672252    
  3569.680       8.360050       4.592032       0.000000       6.671529    
  3568.931       8.356963       4.589881       0.000000       6.672583    
  3568.097       8.353737       4.587474       0.000000       6.671362    
  3567.261       8.350514       4.585099       0.000000       6.670326    
  3566.508       8.347414       4.582944       0.000000       6.671370    
  3565.691       8.344246       4.580615       0.000000       6.670498    
  3564.934       8.341136       4.578458       0.000000       6.671538    
  3564.093       8.337880       4.576074       0.000000       6.670625    
  3563.253       8.334615       4.573694       0.000000       6.669642    
  3562.466       8.331411       4.571470       0.000000       6.670365    
  3521.131       8.226928       4.499911       0.000000       6.594112    
  3522.472       8.231010       4.503570      0.6339648       6.599379    
  3523.767       8.234965       4.507033      0.6302426       6.604029    
  3527.728       8.248304       4.518047      0.6220537       6.614856    
  3529.627       8.254343       4.523234      0.6160982       6.621473    
  3530.997       8.258474       4.526911       0.000000       6.626296    
  3534.045       8.268546       4.535335       0.000000       6.636828    
  3536.657       8.277068       4.542510       0.000000       6.645429    
  3540.041       8.288201       4.551869       0.000000       6.656198    
  3544.282       8.302405       4.563718       0.000000       6.669646    
  3548.076       8.315016       4.574245       0.000000       6.681466    
  3552.289       8.329036       4.586045       0.000000       6.695130    
  3557.027       8.345021       4.599354       0.000000       6.710370    
  3560.663       8.356877       4.609414       0.000000       6.721306    
  3565.483       8.373102       4.622973       0.000000       6.736641    
  3570.415       8.389744       4.636904       0.000000       6.752533    
  3575.419       8.406606       4.651081       0.000000       6.768820    
  3580.603       8.424148       4.665938       0.000000       6.786793    
  3585.697       8.441281       4.680381       0.000000       6.802746    
  3590.982       8.459139       4.695507       0.000000       6.818781    
  3596.152       8.476693       4.710352       0.000000       6.836045    
  3601.743       8.495440       4.726267       0.000000       6.840739    
  3607.944       8.515960       4.743824       0.000000       6.833127    
  3613.522       8.534816       4.759856       0.000000       6.838204    
  3619.720       8.555555       4.777582       0.000000       6.833461    
  3622.718       8.564947       4.785967       0.000000       6.828734    
  3622.046       8.560972       4.783461       0.000000       6.817597    
  3621.381       8.556893       4.780910       0.000000       6.802501    
  3620.619       8.552668       4.778261       0.000000       6.796390    
  3619.921       8.548523       4.775672       0.000000       6.783648    
  3619.242       8.544313       4.773054       0.000000       6.766135    
  3618.566       8.540113       4.770445       0.000000       6.748552    
  3617.894       8.535910       4.767839       0.000000       6.730828    
  3617.315       8.531927       4.765359       0.000000       6.705209    
  3616.623       8.527506       4.762656       0.000000       6.683658    
  3615.879       8.518872       4.756659       0.000000       6.512981    
  3614.988       8.509436       4.750104       0.000000       6.335235    
  3614.181       8.500344       4.743812       0.000000       6.156587    
  3613.359       8.490955       4.737282       0.000000       5.970062    
  3612.460       8.481113       4.730393       0.000000       5.775634    
  3611.652       8.471939       4.724005       0.000000       5.592218    
  3609.232       8.453764       4.712215      0.4113781       4.259230    
  3607.965       8.439900       4.702629      0.4119947       3.744969    
  3606.831       8.426702       4.693558      0.4127135       3.248520    
  3605.581       8.412864       4.683921      0.4134362       2.725121    
  3604.670       8.400501       4.675522      0.4143472       2.246034    
  3603.445       8.386877       4.666090      0.4149390       1.735560    
  3602.285       8.373602       4.656925      0.4155780       1.235949    
  3601.193       8.360740       4.648119      0.4163983      0.7563274    
  3600.105       8.347703       4.639152      0.4172033      0.2604950    
  3599.432       8.339408       4.633669                NaN            NaN
  3599.317       8.336451       4.632250                NaN            NaN
  3599.048       8.333179       4.630504                NaN            NaN
  3598.804       8.329946       4.628833                NaN            NaN
  3598.608       8.326831       4.627273                NaN            NaN
  3598.496       8.323842       4.625886                NaN            NaN
  3598.437       8.320989       4.624629                NaN            NaN
  3598.458       8.318332       4.623557                NaN            NaN
  3598.517       8.315829       4.622585                NaN            NaN
  3598.891       8.313738       4.622298                NaN            NaN
  3598.791       8.311166       4.621029                NaN            NaN
  3599.013       8.309002       4.620459                NaN            NaN
  3599.940       8.308285       4.621408                NaN            NaN
  3599.791       8.305374       4.620109                NaN            NaN
  3600.258       8.303718       4.620130                NaN            NaN
  3600.547       8.301827       4.619815                NaN            NaN
  3598.698       8.354866       4.683480                NaN            NaN
  3599.526       8.354265       4.684600                NaN            NaN
  3600.550       8.354324       4.686237                NaN            NaN
  3601.655       8.354597       4.688127                NaN            NaN
  3602.968       8.355397       4.690597                NaN            NaN
  3603.406       8.354185       4.690956                NaN            NaN
  3604.578       8.354473       4.693210                NaN            NaN
  3605.592       8.354862       4.695092                NaN            NaN
  3606.963       8.355988       4.697945                NaN            NaN
  3582.584       8.410078       4.627363       0.000000       6.674305    
  3581.796       8.406987       4.625030       0.000000       6.673372    
  3581.075       8.403959       4.622891       0.000000       6.674453    
  3580.289       8.400896       4.620564       0.000000       6.673280    
  3579.563       8.397861       4.618424       0.000000       6.674359    
  3578.775       8.394792       4.616104       0.000000       6.673190    
  3577.968       8.391642       4.613747       0.000000       6.672259    
  3577.236       8.388596       4.611605       0.000000       6.673329    
  3576.440       8.385505       4.609286       0.000000       6.672442    
  3575.704       8.382451       4.607142       0.000000       6.673510    
  3574.893       8.379284       4.604782       0.000000       6.672371    
  3574.153       8.376222       4.602637       0.000000       6.673436    
  3573.347       8.373106       4.600304       0.000000       6.672362    
  3572.521       8.369913       4.597929       0.000000       6.671358    
  3571.776       8.366837       4.595781       0.000000       6.672414    
